DESTINO,ORIGEN,CANTIDAD,FOBDOL,FOBPES
ABW,CTG,28,65,265453
ABW,CTG,20,38,151001
ABW,CTG,20,61,242985
ABW,CTG,17,154,610574
ABW,CTG,700,584,2345123
ABW,CTG,60,1062,4222052
ABW,CTG,38,252,1001289
ABW,CTG,12,59,234634
ABW,CTG,10,42,171785
ABW,CTG,50,70,280367
ABW,CTG,15,264,1049886
ABW,CTG,11,56,222703
ABW,CTG,3,353,1403029
ABW,CTG,224,790,3139963
ABW,CTG,63,495,1967670
ABW,CTG,63,800,3180072
ABW,CTG,335,2385,9482180
ABW,CTG,240,384,1526435
ABW,CTG,424,678,2696701
ABW,CTG,120,240,954022
ABW,CTG,120,173,686896
ABW,CTG,80,320,1272029
ABW,CTG,84,84,333908
ABW,CTG,330,490,1948589
ABW,CTG,68,78,308149
ABW,CTG,100,90,357758
ABW,CTG,165,492,1955744
ABW,CTG,180,270,1073274
ABW,CTG,360,468,1860342
ABW,CTG,162,292,1159136
ABW,CTG,600,696,2766663
ABW,CTG,10,128,509686
ABW,CTG,39,297,1178932
ABW,CTG,1184,3299,13112232
ABW,CTG,144,576,2289652
ABW,CTG,200,990,3935339
ABW,CTG,29,84,333908
ABW,CTG,288,158,629654
ABW,CTG,1,99,394567
ABW,CTG,2,86,342255
ABW,CTG,1,59,234133
ABW,CTG,16,223,886525
ABW,CTG,95,418,1662502
ABW,CTG,65,271,1078494
ABW,CTG,9215,9023,35876804
ABW,CTG,205,388,1541861
ABW,CTG,2596,3241,12887607
ABW,CTG,228,244,970822
ABW,CTG,410,1129,4487606
ABW,CTG,20,19,75083
ABW,CTG,228,174,691437
ABW,CTG,3880,5893,23429987
ABW,CTG,40,176,699616
ABW,CTG,7650,5868,23330229
ABW,CTG,1360,1052,4182046
ABW,CTG,3,46,182059
ABW,CTG,36,182,724702
ABW,CTG,90,122,486074
ABW,CTG,76,74,292650
ABW,CTG,102,175,696353
ABW,CTG,20,38,149688
ABW,CTG,20,59,235166
ABW,CTG,10,113,447913
ABW,CTG,70,414,1644614
ABW,CTG,350,2402,9549905
ABW,CTG,380,455,1807291
ABW,CTG,2356,3633,14442444
ABW,CTG,1539,260,1034000
ABW,CTG,224,330,1311217
ABW,CTG,20,14,56526
ABW,CTG,1539,1528,6075515
ABW,CTG,1018,1861,7399954
ABW,CTG,320,263,1044247
ABW,CTG,10,293,1163906
ABW,CTG,30,76,303776
ABW,CTG,22,39,153836
ABW,CTG,300,114,455148
ABW,CTG,3,96,381609
ABW,CTG,72,694,2760325
ABW,CTG,90,145,577104
ABW,CTG,10,115,456342
ABW,CTG,148,614,2439662
ABW,CTG,69,407,1619062
ABW,CTG,10,59,233480
ABW,CTG,22,138,550355
ABW,CTG,10,42,167067
ABW,CTG,6,70,278256
ABW,CTG,84,152,604253
ABW,CTG,20,45,180350
ABW,CTG,37,808,3211515
ABW,CTG,28,432,1717239
ABW,CTG,45,174,691666
ABW,CTG,10,63,248841
ABW,CTG,500,2803,11280230
ABW,CTG,399,384,1542653
ABW,CTG,2755,4058,16263616
ABW,CTG,19,40,159958
ABW,CTG,281,325,1312700
ABW,CTG,20,14,56526
ABW,CTG,1710,1510,6062390
ABW,CTG,1107,1758,7052767
ABW,CTG,160,131,522009
ABW,CTG,5,44,173195
ABW,CTG,10640,9894,39751078
ABW,CTG,190,387,1561083
ABW,CTG,2881,3411,13718096
ABW,CTG,228,279,1119793
ABW,CTG,20,19,75275
ABW,CTG,228,288,1158234
ABW,CTG,5172,6706,26916288
ABW,CTG,8730,5917,23793449
ABW,CTG,1360,1039,4172276
ABW,CTG,3,46,182059
ABW,CTG,36,547,2219013
ABW,CTG,135,221,883891
ABW,CTG,38,52,207659
ABW,CTG,102,171,688763
ABW,CTG,14,47,185637
ABW,CTG,100,487,1976481
ABW,CTG,436,233,946583
ABW,CTG,4,31,124023
ABW,CTG,4,71,288271
ABW,CTG,10,140,558500
ABW,CTG,8,156,619240
ABW,CTG,23,170,674255
ABW,CTG,6,173,686975
ABW,CTG,3,119,481859
ABW,CTG,93,569,2280368
ABW,CTG,10,354,1406148
ABW,CTG,3,144,584662
ABW,CTG,82,55897,225666809
ABW,CTG,505,400,1614876
ABW,CTG,9,6201,25034615
ABW,CTG,7,250,1009298
ABW,CTG,11390,32238,132709599
ABW,CTG,648,1378,5672804
ABW,CTG,24,233,958109
ABW,CTG,4044,4212,17345524
ABW,CTG,1582,3279,13503783
ABW,CTG,3000,26310,106130067
ABW,CTG,1773451,179278,738134905
ABW,CTG,198,87,358735
ABW,CTG,3150,3094,12739783
ABW,CTG,12063,20589,83712380
ABW,CTG,88,1176,4709951
ABW,CTG,336,1260,5046376
ABW,CTG,1808,12246,49045965
ABW,CTG,2528,17708,70921602
ABW,CTG,1419072,143369,567420933
ABW,CTG,76,17437,69570475
ABW,CTG,135,100,400506
ABW,CTG,4788,1584,6520679
ABW,CTG,6549,13406,55187006
ABW,CTG,1080,1526,6157238
ABW,CTG,80,400,1613532
ABW,CTG,58,87,350943
ABW,CTG,2301,8418,34227731
ABW,CTG,2831,10308,41910163
ABW,CTG,533,1282,5210716
ABW,CTG,817,990,3993492
ABW,CTG,1029,7332,29765501
ABW,CTG,1400,4958,20130102
ABW,CTG,278,809,3282997
ABW,CTG,108,775,3146616
ABW,CTG,192,3003,12114398
ABW,CTG,17,72,290436
ABW,CTG,7,64,258165
ABW,CTG,88,768,3117383
ABW,CTG,604,2165,8733403
ABW,CTG,3,13,52782
ABW,CTG,576,4435,17553502
ABW,CTG,4842,22708,90191821
ABW,CTG,712,3845,15286050
ABW,CTG,489,26535,105477860
ABW,CTG,137,1655,6580523
ABW,CTG,7320,7985,31740696
ABW,CTG,1506,10918,43725843
ABW,CTG,14400,15708,62440714
ABW,CTG,1727,4923,19680974
ABW,CTG,103,431,1725019
ABW,CTG,120,914,3659543
ABW,CTG,40,967,3872092
ABW,CTG,144,1920,7632173
ABW,CTG,876,4160,16537964
ABW,CTG,81,325,1291904
ABW,CTG,14070,21166,84135562
ABW,CTG,19584,10065,40007850
ABW,CTG,25,306,1216775
ABW,CTG,10,383,1523652
ABW,CTG,4,216,858619
ABW,CTG,14,366,1452895
ABW,CTG,70,1015,4034716
ABW,CTG,48,1387,5514642
ABW,CTG,27,140,555002
ABW,CTG,68,280,1112190
ABW,CTG,41,2845,11307223
ABW,CTG,2,6,23851
ABW,CTG,745,252,1009275
ABW,CTG,694,2723,10793990
ABW,CTG,72,2100,8323497
ABW,CTG,728,11681,46297272
ABW,CTG,1171,17156,69950930
ABW,CTG,1440,24534,100037218
BFA,CTG,5,6,22718
BFA,CTG,4,3,12665
BFA,CTG,100,10,39578
BFA,CTG,50,1,3958
BFA,CTG,3,1,3799
AGO,CTG,18986,35758,147239921
ATG,CTG,645,27153,111120264
SAU,BOG,5105,23963,95256314
SAU,CTG,38463,162553,660906484
SAU,CTG,20000,101660,405613973
SAU,CTG,26276,228112,926170967
SAU,CTG,25777,224370,891889353
SAU,CTG,4402,2994211,12253299583
SAU,CTG,48420,16156,66116911
SAU,CTG,30,4074,16672152
SAU,CTG,11500,7695663,30590952518
SAU,CTG,30,1985,7889759
SAU,CTG,8400,78691,323939407
SAU,CTG,13725,128810,530255900
SAU,CTG,145,6000,24267060
DZA,CTG,19216,88964,360919785
ARG,CTG,10564,36501,146190057
ARG,CTG,2750,17042,69195106
ARG,CTG,600,7398,30036990
ARG,CTG,5000,21750,89535832
ARG,CTG,972,360463,1483879698
ARG,CTG,1,21228,86555896
ARG,CTG,1,21316,86914711
ARG,CTG,7665,86180,349905757
ARG,CTG,1752,31934,129656505
ARG,CTG,13553,27105,110519990
ARG,CTG,25534,66560,271394203
ARG,CTG,3768,682318,2804228421
ARG,CTG,12482,22984,93714495
ARG,CTG,15000,67500,275227200
ARG,CTG,4000,9200,37142148
ARG,CTG,15000,34900,140897931
ARG,CTG,27000,145950,589227880
ARG,CTG,28000,137250,557187158
ARG,CTG,1968,174937,704784351
ARG,CTG,9776,36039,143258388
ARG,CTG,5000,12250,49455578
ARG,CTG,131,409,1627696
ARG,CTG,25650,120168,486022700
ARG,CTG,150000,3245,12899167
ARG,CTG,1287,19553,77835752
ARG,CTG,2375,2579,10463862
ARG,CTG,8467,15374,63251449
ARG,CTG,240120,485719,1949124674
ARG,CTG,15,41,169468
ARG,CTG,104620,308466,1245459533
ARG,CTG,2304,1651,6570972
ARG,CTG,10345,173177,688395910
ARG,CTG,21,344,1369271
ARG,CTG,20,16176,64301056
ARG,CTG,1428,278520,1124886360
ARG,CTG,20,19236,76464831
ARG,CTG,209,6828,27143505
ARG,CTG,185,1112,4419306
ARG,CTG,2,35068,144360578
ARG,CTG,9,161694,665627903
ARG,CTG,5,73813,303857858
ARG,CTG,74952,257954,1022418736
ARG,CTG,193980,184712,751002154
ARG,CTG,2184,9833,39086424
ARG,CTG,15984,40870,163068719
ARG,CTG,5110,18509,73576133
ARG,CTG,23869,76617,315399953
ARG,CTG,4,132588,545958933
ARG,CTG,11950,76720,307267803
ARG,CTG,47719,154964,625619717
ARG,CTG,457,18700,74894622
ARG,CTG,2354,7981,32221419
ARG,CTG,13377,45346,183071831
ARG,CTG,88,2794,11279061
ARG,CTG,160,5080,20509248
ARG,CTG,22388,138314,553955869
ARG,CTG,52948,174113,704201851
ARG,CTG,3092,5368,21711253
ARG,CTG,5873,66836,270319841
ARG,CTG,892,12278,49656795
ARG,CTG,5000,15238,60571547
ARG,CTG,162000,219276,902669389
ARG,CTG,2346,12099,49331479
ARG,CTG,18775,57943,238526010
ARG,CTG,37293,118706,484015492
ARG,CTG,18575,57952,233963800
ARG,CTG,45000,195444,789044562
ARG,CTG,40000,89536,356413269
ARG,CTG,40000,89260,360359579
ARG,CTG,729000,976212,3889257053
ARG,CTG,14674,44191,175665070
ARG,CTG,490,1783,7087585
ARG,CTG,45000,78750,317928712
ARG,CTG,17266,12393,49990690
ARG,CTG,26317,120350,488638078
ARG,CTG,24400,46541,185004664
ARG,CTG,1440,8992,36994873
ARG,CTG,2225,8561,35241304
ARG,CTG,782,7552,31088158
ARG,CTG,186746,26883,110665054
ARG,CTG,28000,39760,163675618
ARG,CTG,13,1623,6641483
ARG,CTG,44,101340,414717254
ARG,CTG,2,19856,80730326
ARG,CTG,188,87355,357434002
ARG,CTG,20160,28224,115501922
ARG,CTG,2304,119866,483920202
ARG,CTG,4608,230302,915471495
ARG,CTG,100000,187500,771860625
ARG,CTG,9047,191740,789314967
ARG,CTG,636,4200,17289678
ARG,CTG,20510,98906,403282465
ARG,CTG,562,2000,8233180
ARG,CTG,1123,6400,26346176
ARG,CTG,120000,225000,894395250
ARG,CTG,4562,52131,207226649
ARG,CTG,1332000,26840,108887458
ARG,CTG,433950,23660,96825755
ARG,CTG,991,29213,116287313
ARG,CTG,3,100383,399033010
AUS,CTG,204220,49013,199846751
AUS,CTG,5350,50688,204637087
AUS,CTG,583,256,1033521
AUS,CTG,15444,89670,364073610
AUS,CTG,12,1,4060
AUS,CTG,19919,74433,302210241
AUS,CTG,2938,50071,203579797
AUS,CTG,3742,113000,456203762
AUS,CTG,19794,144867,584856976
AUS,CTG,1680,3294,13553294
AUS,CTG,1488,2491,10248532
AUS,CTG,940,3258,13402588
AUS,CTG,14864,38731,159351759
AUS,CTG,54,233,959782
AUS,CTG,100,382,1572482
AUS,CTG,2530,6259,25750683
AUS,CTG,880,2139,8801947
AUS,CTG,22461,62111,254215554
AUS,CTG,124,771,3170266
AUS,CTG,1,5000,20461650
AUS,CTG,1728,3388,13704094
AUS,CTG,456,821,3321716
AUS,CTG,2180,7382,29854874
AUS,CTG,13008,34235,138462506
AUS,CTG,54,233,943503
AUS,CTG,160,612,2473299
AUS,CTG,2519,6369,25760576
AUS,CTG,1680,4092,16552076
AUS,CTG,1224,2341,9466418
AUS,CTG,120,557,2254410
AUS,CTG,13729,89180,352953929
AUS,CTG,916,112660,448030238
AUS,CTG,916,11661,46374448
AUS,CTG,916,2097,8339274
AUS,CTG,4511,20681,84631922
AUS,CTG,480,34,137502
AUS,CTG,33440,36115,146836819
AUS,CTG,19203,91126,362233733
AUS,CTG,16720,20900,84975011
AUS,CTG,16720,20900,84530259
AUS,CTG,1798,4471,17720487
AUS,CTG,17799,41351,163898812
AUS,CTG,7,591,2365068
AUS,CTG,363,3788,15170366
AUS,CTG,1300,2069,8285588
AUS,CTG,144,1009,4040305
AUS,CTG,150,271,1087133
AUS,CTG,182,1349,5404428
AUS,CTG,30,294,1175886
AUS,CTG,1080,5863,23480065
AUS,CTG,2833,5224,20922433
AUS,CTG,961,5502,22035159
AUS,CTG,84,426,1707758
AUS,CTG,37,526,2107623
AUS,CTG,106,1148,4598450
AUS,CTG,1387,9349,37442265
AUS,CTG,260,2390,9572013
AUS,CTG,48,337,1351467
AUS,CTG,86,1120,4487670
AUS,CTG,574,2611,10456491
AUS,CTG,192,1198,4799664
AUS,CTG,2772,7462,29884636
AUS,CTG,107,878,3514841
AUS,CTG,246,2181,8733153
AUS,CTG,67,440,1762867
AUS,CTG,130,1137,4553152
AUS,CTG,5683,10212,40900634
AUS,CTG,71,911,3647809
AUS,CTG,69,1417,5674049
AUS,CTG,225,482,1930839
AUS,CTG,27,108,434469
AUS,CTG,4,211,843145
AUS,CTG,60,454,1818057
AUS,CTG,2,203,811906
AUS,CTG,3,582,2331906
AUS,CTG,5000,15000,59366550
AUS,SMR,14018,21634,89056538
AUS,SMR,4,1,4117
BHS,CTG,1,35270,142649868
BHS,CTG,1661,7480,30347331
BHS,CTG,1,71012,286450336
BHS,CTG,1149,24614,99371152
BHS,CTG,24,65,262458
BHS,CTG,150,189,763513
BRB,CTG,64,16269,66337665
BRB,CTG,108,29043,115449970
BRB,CTG,1,697,2820722
BRB,CTG,1,349,1413152
BRB,CTG,54,3420,13831577
BRB,CTG,2,594,2403571
BRB,CTG,361,1255,5076305
BRB,CTG,1,39,156361
BRB,CTG,22,1415,5721971
BRB,CTG,2,211,852623
BRB,CTG,143,769,3111280
BRB,CTG,8,1464,5923023
BRB,CTG,80,32,129424
BRB,CTG,26,16,64712
BRB,CTG,126000,96109,384922432
BRB,CTG,232960,33088,133822927
BRB,CTG,11,116806,473873149
BRB,CTG,1,10228,41494545
BRB,CTG,232960,32892,133030203
BRB,CTG,10,118,473358
BRB,CTG,8616,6474,25926876
BRB,CTG,9960,9872,39538633
BRB,CTG,2873,1045,4137611
BRB,CTG,7299,15374,60846914
BRB,CTG,502,1946,7747419
BRB,CTG,215052,11410,45417574
BRB,CTG,89700,3588,14283122
BRB,CTG,109452,7224,28754648
BRB,CTG,61100,4638,18461711
BRB,CTG,19319,40623,165639476
BRB,CTG,36550,9483,39037664
BRB,CTG,70000,6350,26138700
BRB,CTG,63,17242,69608584
BRB,CTG,4338,19729,79650569
BRB,CTG,432,2506,10115583
BRB,CTG,5140,10534,42526145
BRB,CTG,19,33,133116
BRB,CTG,1072,8973,36195557
BRB,CTG,206,1853,7474687
BRB,CTG,4,176,709954
BRB,CTG,1,41,167140
BRB,CTG,130,231,931815
BRB,CTG,15,1590,6413790
BRB,CTG,5,135,544567
BRB,CTG,1,163,657514
BRB,CTG,9,593,2392061
BRB,CTG,6,318,1282758
BRB,CTG,140,796,3210929
BRB,CTG,2,102,411451
BRB,CTG,9,1394,5561587
BRB,CTG,14,780,3111197
BRB,CTG,1,18,71778
BRB,CTG,2,76,302513
BRB,CTG,17,1319,5262386
BRB,CTG,2,64,253518
BRB,CTG,5,876,3495543
BRB,CTG,8,323,1290131
BRB,CTG,15,777,3101381
BRB,CTG,257,14172,56334339
BRB,CTG,17,193,766596
BRB,CTG,13,159,632516
BRB,CTG,20,2727,10841104
BRB,CTG,60,2488,9890819
BRB,CTG,12,66,261879
BRB,CTG,18,84,333033
BRB,CTG,23,2615,10396132
BRB,CTG,19790,16866,68425567
BRB,CTG,12000,7685,30664100
BRB,CTG,17880,9340,37266770
BRB,CTG,742,17026,67483743
BRB,SMR,40,45,180469
BRB,SMR,1147,3971,15787030
BRB,SMR,2690,3441,13676695
BRB,SMR,500,260,1033523
BRB,SMR,10,36,145091
BRB,SMR,1,28,110587
BRB,SMR,66,462,1835935
BRB,SMR,2,14,55651
BRB,SMR,32,23,90394
BRB,SMR,75,94,372665
BRB,SMR,61,87,347622
BRB,SMR,108,155,617729
BRB,SMR,100,47,186034
BRB,SMR,45,229,911091
BRB,SMR,300,652,2592951
BRB,SMR,6,284,1128369
BRB,SMR,87,8082,32125564
BRB,SMR,20,44,175699
BRB,SMR,19,87,344998
BRB,SMR,96,222,881118
BRB,SMR,429,663,2635604
BRB,SMR,145,426,1692991
BRB,SMR,150,519,2064701
BRB,SMR,1016,1287,5115623
BEL,CTG,19932,71670,289102781
BEL,CTG,1444,4818,19153574
BEL,CTG,7372,24518,99161678
BEL,CTG,1231,8378,33885309
BEL,CTG,19925,85371,347102388
BEL,CTG,19346,193,782451
BEL,CTG,608,1976,8134382
BEL,CTG,1753,6579,27066062
BEL,CTG,284,1608,6616725
BEL,CTG,19883,73247,295464817
BEL,CTG,41258,173489,704921300
BEL,CTG,18144,27817,112301545
BEL,CTG,23740,16705,67921014
BEL,CTG,84000,69079,280860138
BEL,CTG,60,45931,182659443
BEL,CTG,12,75,303851
BEL,CTG,103669,388315,1557401452
BEL,CTG,900,5323,21914626
BEL,CTG,504,2590,10662956
BEL,CTG,13680,69458,285928667
BEL,CTG,3864,23793,97945944
BEL,CTG,18690,65832,262662917
BEL,CTG,15000,219000,884144610
BEL,CTG,5500,95775,389401037
BEL,CTG,39761,156395,630869431
BEL,CTG,11702,533532,2136827111
BEL,CTG,2282,71040,284521305
BEL,CTG,74,3414,13675277
BEL,CTG,1,3500,14323155
BEL,CTG,50278,189636,763243194
BEL,CTG,21050,92396,370051163
BEL,CTG,50298,187124,769883019
BEL,CTG,20964,88276,350905045
BEL,CTG,16800,60684,243044983
BEL,CTG,1,10000,40569400
BEL,CTG,18020,64480,258246269
BEL,CTG,59779,235455,943707473
BLZ,CTG,67,943,3825045
BLZ,CTG,89,2133,8651993
BLZ,CTG,147,2476,10045795
BLZ,CTG,85,3893,15792653
BLZ,CTG,42,713,2891787
BLZ,CTG,72,2041,8280296
BLZ,CTG,446,9290,37688526
BLZ,CTG,20498,17554,70997733
BOL,CTG,35878,81880,332669284
BOL,CTG,137,1408,5797682
BOL,CTG,777,8965,36904982
BOL,CTG,646,5409,22267911
BOL,CTG,3744,36214,149079261
BOL,CTG,150,1159,4772198
BOL,CTG,13269,4633,19070844
BOL,CTG,12136,27245,110262703
BOL,CTG,166520,7485,30811976
BOL,CTG,210260,2285,9406490
BOL,CTG,810040,10153,41795450
BOL,CTG,4600,330,1360368
BOL,CTG,1000,47,194962
BOL,CTG,22400,6787,27940120
BOL,CTG,50000,61800,250718892
BOL,CTG,78,575,2287227
BOL,CTG,84025,3877,15409556
BOL,CTG,62000,3426,13618301
BOL,CTG,243000,5556,22085441
BOL,CTG,335,1222,4857520
BOL,CTG,125000,154500,625278495
BOL,CTG,1130,13677,54778968
BES,CVE,80165,31890641,128785741205
BES,MAM,47734,18797042,77084448173
BRA,CTG,50000,173616,700337429
BRA,CTG,51204,178517,734880844
BRA,CTG,1320,5717,23534175
BRA,CTG,3394,63626,261920509
BRA,CTG,198000,136575,557021520
BRA,CTG,20000,80450,324521624
BRA,CTG,35790,138639,570718686
BRA,CTG,82849,195886,799561375
BRA,CTG,400,7792,31771290
BRA,CTG,2000,6508,25967481
BRA,CTG,21150,27546,113394641
BRA,CTG,180,118336,480462479
BRA,CTG,90,294,1198767
BRA,CTG,4000,7400,29428616
BRA,CTG,20000,60840,241950946
BRA,CTG,57375,149937,597633121
BRA,CTG,11200,50736,207628455
BRA,CTG,40000,26595,107369068
BRA,CTG,85625,273836,1116548310
BRA,CTG,82340,285471,1152502201
BRA,CTG,1398,6042,24391854
BRA,CTG,3694,57813,229144287
BRA,CTG,8755,87260,345861752
BRA,CTG,17004,38044,156610397
BRA,CTG,151425,650791,2621927471
BRA,CTG,583,2240,9045243
BRA,CTG,80459,86498,349210597
BRA,CTG,10,18500,75053390
BRA,CTG,35,94500,383380830
BRA,CTG,5000,10210,41380870
BRA,CTG,3900,16575,66916424
BRA,CTG,110000,74867,298131779
BRA,CTG,360,2160,8720330
BRA,CTG,900,4140,16713967
BRA,CTG,47775,219656,889580443
BRA,CTG,6575,28518,115472636
BRA,CTG,150000,540354,2196966174
BRA,CTG,22477,67535,274582518
BRA,CTG,41903,140777,572370044
BRA,CTG,180339,708372,2887914113
BRA,CTG,2497,37455,151487122
BRA,CTG,12569,159541,645264159
BRA,CTG,29010,71961,286052883
BRA,CTG,128582,492948,1979974344
BRA,CTG,24000,46178,187748302
BRA,CTG,186202,213193,866797073
BRA,CTG,6000,5400,21474936
BRA,CTG,20100,63720,253291622
BRA,CTG,14768,53381,213792346
BRA,CTG,22400,101282,414477730
BRA,CTG,57312,80767,319657526
BRA,CTG,14588,34455,140086794
BRA,CTG,121538,340640,1384971356
BRA,CTG,116766,35179,139434033
BRA,CTG,116766,35188,144002504
BRA,CTG,100500,97240,387976824
BRA,CTG,150000,127500,524865225
BRA,CTG,63000,49140,198222406
BRA,CTG,92340,63715,257013865
BRA,CTG,37500,22090,89616790
BRA,CTG,1900,47367,188552396
BRA,CTG,1,10000,40601500
BRA,CTG,19403,106105,432637016
BRA,CTG,4240,52110,212476051
BRA,CTG,14720,50705,206745780
BRA,CTG,16344,79039,322276454
BRA,CTG,40,280,1152959
BRA,CTG,50,11300,46530123
BRA,CTG,1,720,2964751
BRA,CTG,1135,10869,43224433
BRA,CTG,1135,46648,185510638
BRA,CTG,2955,10885,43289096
BRA,CTG,299,2188,8701286
BRA,CTG,5693,27359,108801093
BRA,CTG,428,686,2726203
BRA,CTG,260,239,951777
BRA,CTG,286,40400,162921239
BRA,CTG,26318,144662,579380510
BRA,CTG,6074,24015,97127613
BRA,CTG,56223,261070,1053298973
BRA,CTG,63000,49140,198222406
BRA,CTG,19800,25230,103249486
BRA,CTG,95290,65750,261362565
BRA,CTG,365,10096,40433564
BRA,CTG,251,6926,27738765
BRA,CTG,63,1655,6587889
BRA,CTG,100,44,180063
BRA,CTG,123,604,2471931
BRA,CTG,206,127,520790
BRA,CTG,200,1400,5729262
BRA,CTG,120,338,1381571
BRA,CTG,130,526,2094191
BRA,CTG,15,297,1183453
BRA,CTG,525,1505,5990630
BRA,CTG,123,1651,6571529
BRA,CTG,733,1674,6664318
BRA,CTG,276,276,1096953
BRA,CTG,112,304,1208850
BRA,CTG,744,259,1032188
BRA,CTG,138,718,2856210
BRA,CTG,40,3207,12767322
BRA,CTG,100,8984,35764011
BRA,CTG,224,464,1845319
BRA,CTG,265,384,1528299
BRA,CTG,960,47199,193154702
BRA,CTG,183,316,1259205
BRA,CTG,5228,17012,69616835
BRA,CTG,34,2316,9220983
BRA,CTG,206,1286,5263309
BRA,CTG,150,170,695696
BRA,CTG,400,21872,88926959
BRA,CTG,40,47,188962
BRA,CTG,4,243,967144
BRA,CTG,11480,68562,272920985
BRA,CTG,73899,135181,549618168
BRA,CTG,772000,735246,2913861516
BRA,CTG,81000,94857,390593617
BRA,CTG,594000,898832,3599876090
BRA,CTG,56000,16586,67123424
BRA,CTG,25920,263217,1083849585
BRA,CTG,60000,79855,317876403
BRA,CTG,712000,676993,2692256037
BRA,CTG,30000,84470,340737620
BRA,CTG,264000,418423,1662130774
BRA,CTG,15937,52580,208101367
BRA,CTG,673100,52615,209241829
BRA,CTG,242000,2720,10822056
BRA,CTG,1574580,22606,89791032
BRA,CTG,95500,141865,575976549
BRA,CTG,162000,205104,844329075
BRA,CTG,216000,290412,1195507135
BRA,CTG,108000,162000,643964580
BRA,CTG,261000,378517,1538601490
BRA,CTG,330400,502139,2067100386
BRA,CTG,217500,271081,1115930239
BRA,CTG,696000,909464,3743889502
BRA,CTG,88140,122067,499538446
BRA,CTG,949,9070,37339118
BRA,CTG,26000,44200,181953278
BRA,CTG,104400,156477,638712184
BRA,CTG,2077000,1957444,7785228596
BRA,CTG,52000,122880,501035827
BRA,CTG,26000,62740,255818586
BRA,CTG,54000,56820,233773958
BRA,CTG,27000,36622,150673528
BRA,CTG,796500,1232111,4971082547
BRA,CTG,18619,77080,314289034
BRA,CTG,24107,85000,346583215
BRA,CTG,84000,27964,111575040
BRA,CTG,1032000,425184,1687752562
BRA,CTG,53691,115223,469815807
BRA,CTG,205000,364920,1502636792
BRA,CTG,672000,276864,1097369844
BRA,CTG,26155,56129,228863608
BRA,CTG,48000,66244,262178516
BRA,CTG,1325000,1288402,5119330353
BRA,CTG,16536,53030,210890911
BRA,CTG,1142450,74505,296296174
BRA,CTG,1137500,9730,38694812
BRA,CTG,1761600,28758,114366402
BRA,CTG,216000,275136,1110776308
BRA,CTG,189000,315442,1286195380
BRA,CTG,216000,371108,1513171052
BRA,CTG,19500,38376,157047256
BRA,CTG,780000,762500,3058219315
BRA,CTG,306000,365500,1449919518
BRA,CTG,8145000,7776974,31071099362
BRA,CTG,52000,117312,473610833
BRA,CTG,336000,502312,2027929064
BRA,CTG,46429,158351,639291257
BRA,CTG,1540150,85637,345731548
BRA,CTG,443500,4092,16521635
BRA,CTG,5887596,90935,367120742
BRA,CTG,745,6037,24371345
BRA,CTG,148000,260102,1064425264
BRA,CTG,212400,325881,1311561820
BRA,CTG,2253500,2821683,11394072703
BRA,CTG,2065000,2761475,11037583925
BRA,CTG,108000,174864,719844711
BRA,CTG,504000,835736,3360741884
BRA,CTG,169880,234854,949041840
BRA,CTG,252000,79545,320496317
BRA,CTG,81000,89520,361409249
BRA,CTG,1021,5883,24074891
BRA,CTG,19399,115655,473299818
BRA,CTG,28864,104475,424364960
BRA,CTG,153,1638,6612917
BRA,CTG,1,3517,14200493
BRA,CTG,416000,401062,1612737225
BRA,CTG,170000,284450,1153740037
BRA,CTG,76500,102858,417288735
BRA,CTG,513000,211356,861791409
BRA,CTG,270000,253460,1015122508
BRA,CTG,19500,136530,546809160
BRA,CTG,52000,111764,442982852
BRA,CTG,20233,111776,444319342
BRA,CTG,23786,50752,201745755
BRA,CTG,25348,54086,214995843
BRA,CTG,51038,100354,398914592
BRA,CTG,1351000,1307576,5179066124
BRA,CTG,149550,262928,1046164575
BRA,CTG,295500,345738,1374341177
BRA,CTG,54000,89812,355976149
BRA,CTG,180000,296248,1219531554
BRA,CTG,112000,33785,136395657
BRA,CTG,131400,216149,889795083
BRA,CTG,108000,179697,712241836
BRA,CTG,189000,323719,1283082719
BRA,CTG,1053000,1310988,5289787211
BRA,CTG,27000,38122,154996046
BRA,CTG,72000,99570,394075159
BRA,CTG,1947000,1910670,7734894975
BRA,CTG,45153000,15812140,63952357987
BRA,CTG,13536,47383,195055602
BRA,CTG,98058,147291,592650186
BRA,CTG,6066,9524,38721039
BRA,CTG,780,1235,5022877
BRA,CTG,50400,59438,241660596
BRA,CTG,39160,33748,134338099
BRA,CTG,7000,43100,176379423
BRA,CTG,5011,16146,65556644
BRA,CTG,5544,33971,135039372
BRA,CTG,23694,34695,141983144
BRA,CTG,1080,1696,6938955
BRA,CTG,600,672,2750046
BRA,CTG,1,12,49980
BRA,CTG,53016,68672,272978970
BRA,CTG,7200,7270,28898268
BRA,CTG,240,269,1068504
BRA,CTG,36,40,160276
BRA,CTG,26892,6083,24697080
BRA,CTG,30776,86504,355901349
BRA,CTG,9901,342637,1409706419
BRA,CTG,25403,21520,88587164
BRA,CTG,6,334,1323676
BRA,CTG,136176,82620,329037275
BRA,CTG,5835,246,974601
BRA,CTG,23460,120552,486689553
BRA,CTG,343,13000,52065780
BRA,CTG,112000,95200,391899368
BRA,CTG,22680,21639,88552210
BRA,CTG,642,15986,65807684
